param x_optimal_2 : 1 2 :=
	42	 0 0 0 0 0
	43	 0 0 1 1 0
	44	 0 0 1 0 0
	45	 0 0 1 1 1
	46	 0 0 0 1 1
	47	 0 0 0 1 1
	48	 0 0 0 0 0
	49	 1 1 0 1 1
	50	 1 1 1 1 1
	51	 1 1 1 1 1
	52	 1 1 0 0 0
	53	 1 1 0 1 0
	54	 1 1 0 0 0
	55	 1 1 1 1 0
	56	 0 0 1 0 0
	57	 0 0 1 0 0
	58	 0 0 0 0 0
	59	 0 0 1 0 0
	60	 0 0 0 0 0
;

param x_optimal_6 : 1 2 3 4 5 6 :=
	0	 0 0 1 0 1 0
	1	 0 0 1 0 1 0
	2	 0 0 0 0 1 0
	3	 0 0 0 0 0 0
	4	 0 0 0 0 1 0
	5	 0 0 0 0 1 0
	6	 0 0 0 0 0 0
	7	 0 0 0 0 0 0
	8	 0 0 0 0 0 0
	9	 0 0 0 0 1 0
	10	 0 0 0 0 1 0
	11	 0 0 0 0 0 0
	12	 0 0 1 1 1 0
	13	 0 0 1 1 1 0
	14	 0 0 0 0 1 0
	15	 0 0 0 0 0 0
	16	 0 0 1 0 1 0
	17	 0 0 0 0 1 0
	18	 0 0 0 0 1 0
	19	 0 0 1 0 1 0
	20	 0 0 0 0 1 0
	21	 0 0 0 0 1 0
	22	 0 0 0 0 1 0
	23	 0 1 0 1 1 0
	24	 0 0 0 1 0 0
	25	 0 0 0 1 0 0
	26	 0 0 0 1 1 0
	27	 0 0 0 1 0 0
	28	 0 0 0 1 0 0
	29	 0 0 0 1 0 0
	30	 0 0 0 1 0 0
	31	 0 0 1 0 1 0
	32	 0 0 1 0 1 0
	33	 0 0 0 0 1 0
	34	 0 0 1 0 1 0
	35	 0 0 0 0 0 0
	36	 0 1 1 1 1 0
	37	 0 1 0 1 1 0
	38	 0 0 0 0 0 0
	39	 0 0 0 0 0 0
	40	 0 0 1 1 1 0
	41	 0 0 0 1 0 0
	42	 0 0 0 0 0 0
	43	 0 0 0 1 0 0
	44	 0 1 0 0 0 0
	45	 0 0 1 1 1 0
	46	 0 0 1 0 1 0
	47	 0 0 1 0 1 0
	48	 0 0 0 0 0 0
	49	 1 1 1 1 1 1
	50	 1 1 1 1 1 1
	51	 1 1 1 1 1 1
	52	 1 1 0 0 0 1
	53	 1 1 0 1 0 1
	54	 1 1 0 0 0 1
	55	 1 1 0 1 1 1
	56	 0 0 0 1 0 0
	57	 0 0 0 1 0 0
	58	 0 0 0 0 0 0
	59	 0 0 0 1 0 0
	60	 0 0 0 0 0 0
;

param x_optimal_7 : 1 2 3 4 5 6 7 :=
	0	 0 0 0 1 1 1 0
	1	 0 0 0 1 1 0 0
	2	 0 0 0 0 1 0 0
	3	 0 0 0 0 0 0 0
	4	 0 0 0 0 1 1 0
	5	 0 0 0 0 1 0 0
	6	 0 0 0 0 0 0 0
	7	 0 0 0 0 0 0 0
	8	 0 0 0 0 0 0 0
	9	 0 0 0 0 1 0 1
	10	 0 0 0 0 1 0 1
	11	 0 0 0 0 0 0 0
	12	 0 0 0 1 1 0 1
	13	 0 0 0 1 1 0 1
	14	 0 0 0 0 1 0 1
	15	 0 0 0 0 0 0 0
	16	 0 0 0 1 1 0 1
	17	 0 0 0 0 1 0 1
	18	 0 0 0 0 1 0 1
	19	 0 0 0 1 1 0 1
	20	 0 0 0 0 1 0 1
	21	 0 0 0 0 1 0 0
	22	 0 0 0 0 1 0 0
	23	 0 0 1 0 1 0 1
	24	 0 0 0 0 1 0 0
	25	 0 0 0 0 1 0 0
	26	 0 0 0 0 1 0 1
	27	 0 0 0 0 1 0 0
	28	 0 0 0 0 1 0 0
	29	 0 0 0 0 0 0 1
	30	 0 0 0 0 1 0 0
	31	 0 0 0 1 1 0 0
	32	 0 0 0 1 1 0 0
	33	 0 0 0 0 1 0 0
	34	 0 0 0 1 1 0 0
	35	 0 0 0 0 0 0 0
	36	 0 0 1 1 1 0 1
	37	 0 0 1 0 1 0 1
	38	 0 0 0 0 0 0 0
	39	 0 0 0 0 0 0 0
	40	 0 0 1 1 1 0 1
	41	 0 0 1 0 0 0 1
	42	 0 0 0 0 0 0 0
	43	 0 0 0 0 0 0 1
	44	 0 0 1 0 0 0 0
	45	 0 0 1 1 1 0 1
	46	 0 0 0 1 1 1 0
	47	 0 0 0 1 1 0 1
	48	 0 0 0 0 0 0 0
	49	 1 1 0 1 1 1 1
	50	 1 1 0 1 1 1 1
	51	 1 1 0 1 1 1 1
	52	 1 1 0 0 0 1 0
	53	 1 1 0 0 1 1 0
	54	 1 1 0 0 0 1 0
	55	 1 1 1 0 0 1 1
	56	 0 0 1 0 0 0 1
	57	 0 0 1 0 0 0 1
	58	 0 0 0 0 0 0 0
	59	 0 0 1 0 0 0 0
	60	 0 0 0 0 0 0 0
;

param x_optimal_8 : 1 2 3 4 5 6 7 8 :=
	0	 0 0 0 1 1 1 0 0
	1	 0 0 0 0 1 1 0 0
	2	 0 0 0 0 0 1 0 0
	3	 0 0 0 0 0 0 0 0
	4	 0 0 0 1 0 1 0 0
	5	 0 0 0 0 0 1 0 0
	6	 0 0 0 0 0 0 0 0
	7	 0 0 0 0 0 0 0 0
	8	 0 0 0 0 0 0 0 0
	9	 0 0 0 1 0 1 0 0
	10	 0 0 0 1 0 1 0 0
	11	 0 0 0 0 0 0 0 0
	12	 0 0 1 1 1 1 0 0
	13	 0 0 1 1 1 1 0 0
	14	 0 0 0 1 0 1 0 0
	15	 0 0 0 0 0 0 0 0
	16	 0 0 0 1 1 1 0 0
	17	 0 0 0 0 0 1 0 0
	18	 0 0 0 0 0 1 0 0
	19	 0 0 0 1 1 1 0 0
	20	 0 0 0 0 0 1 0 0
	21	 0 0 0 0 0 1 0 0
	22	 0 0 0 0 0 1 0 0
	23	 0 0 1 1 0 0 0 1
	24	 0 0 1 0 0 0 0 0
	25	 0 0 1 0 0 0 0 0
	26	 0 0 1 1 0 0 0 0
	27	 0 0 1 0 0 0 0 0
	28	 0 0 1 0 0 0 0 0
	29	 0 0 1 1 0 0 0 0
	30	 0 0 1 0 0 0 0 0
	31	 0 0 0 0 1 1 0 0
	32	 0 0 0 0 1 1 0 0
	33	 0 0 0 0 1 0 0 0
	34	 0 0 0 0 1 1 0 0
	35	 0 0 0 0 0 0 0 0
	36	 0 0 1 1 1 1 0 1
	37	 0 0 1 1 0 0 0 1
	38	 0 0 0 0 0 0 0 0
	39	 0 0 0 0 0 0 0 0
	40	 0 0 1 1 1 1 0 0
	41	 0 0 1 0 0 0 0 0
	42	 0 0 0 0 0 0 0 0
	43	 0 0 1 1 0 0 0 0
	44	 0 0 0 0 0 0 0 1
	45	 0 0 1 1 1 1 0 0
	46	 0 0 0 1 1 1 0 0
	47	 0 0 0 1 1 1 0 0
	48	 0 0 0 0 0 0 0 0
	49	 1 1 0 0 1 1 1 1
	50	 1 1 1 1 1 1 1 1
	51	 1 1 1 1 1 1 1 1
	52	 1 1 0 0 0 0 1 1
	53	 1 1 1 0 0 0 1 1
	54	 1 1 0 0 0 0 1 1
	55	 1 1 1 1 0 1 1 1
	56	 0 0 1 0 0 0 0 0
	57	 0 0 1 0 0 0 0 0
	58	 0 0 0 0 0 0 0 0
	59	 0 0 1 0 0 0 0 0
	60	 0 0 0 0 0 0 0 0
;

param x_optimal_9 : 1 2 3 4 5 6 7 8 9 :=
	0	 1 0 0 0 1 0 0 0 1
	1	 0 0 0 0 1 0 0 0 1
	2	 0 0 0 0 1 0 0 0 0
	3	 0 0 0 0 0 0 0 0 0
	4	 1 0 0 0 1 0 0 0 0
	5	 0 0 0 0 1 0 0 0 0
	6	 0 0 0 0 0 0 0 0 0
	7	 0 0 0 0 0 0 0 0 0
	8	 0 0 0 0 0 0 0 0 0
	9	 0 0 0 0 1 0 1 0 0
	10	 0 0 0 0 1 0 1 0 0
	11	 0 0 0 0 0 0 0 0 0
	12	 0 0 0 0 1 1 1 0 1
	13	 0 0 0 0 1 1 1 0 1
	14	 0 0 0 0 1 0 1 0 0
	15	 0 0 0 0 0 0 0 0 0
	16	 0 0 1 0 1 1 1 0 1
	17	 0 0 1 0 1 0 1 0 0
	18	 0 0 1 0 1 0 1 0 0
	19	 0 0 0 0 1 1 1 0 1
	20	 0 0 1 0 1 0 1 0 0
	21	 0 0 0 0 1 0 0 0 0
	22	 0 0 0 0 1 0 0 0 0
	23	 0 0 0 1 1 1 1 0 0
	24	 0 0 0 0 0 0 1 0 0
	25	 0 0 0 0 0 0 1 0 0
	26	 0 0 0 0 1 0 1 0 0
	27	 0 0 0 0 0 0 1 0 0
	28	 0 0 0 0 0 0 1 0 0
	29	 0 0 0 1 0 0 1 0 0
	30	 0 0 0 0 0 0 1 0 0
	31	 0 0 0 0 1 1 0 0 1
	32	 0 0 0 0 1 1 0 0 1
	33	 0 0 0 0 1 1 0 0 0
	34	 0 0 0 0 1 1 0 0 1
	35	 0 0 0 0 0 0 0 0 0
	36	 0 0 0 1 1 1 1 0 1
	37	 0 0 0 1 1 1 1 0 0
	38	 0 0 0 0 0 0 0 0 0
	39	 0 0 0 0 0 0 0 0 0
	40	 0 0 0 1 1 0 1 0 1
	41	 0 0 0 1 0 0 0 0 0
	42	 0 0 0 0 0 0 0 0 0
	43	 0 0 0 1 0 0 1 0 0
	44	 0 0 0 0 0 1 0 0 0
	45	 0 0 0 1 1 0 1 0 1
	46	 1 0 0 0 1 0 0 0 1
	47	 0 0 1 0 1 0 1 0 1
	48	 0 0 0 0 0 0 0 0 0
	49	 1 1 1 0 1 0 0 1 1
	50	 1 1 1 1 1 0 1 1 1
	51	 1 1 1 1 1 0 1 1 1
	52	 1 1 1 0 0 0 0 1 0
	53	 1 1 1 0 0 0 1 1 0
	54	 1 1 1 0 0 0 0 1 0
	55	 1 1 1 1 0 0 1 1 0
	56	 0 0 0 1 0 0 0 0 0
	57	 0 0 0 1 0 0 0 0 0
	58	 0 0 0 0 0 0 0 0 0
	59	 0 0 0 1 0 0 0 0 0
	60	 0 0 0 0 0 0 0 0 0
;

param x_optimal_10 : 1 2 3 4 5 6 7 8 9 10 :=
	0	 0 0 0 1 0 1 0 1 0 0
	1	 0 0 0 1 0 1 0 1 0 0
	2	 0 0 0 0 0 0 0 1 0 0
	3	 0 0 0 0 0 0 0 0 0 0
	4	 0 0 0 0 0 0 0 1 0 0
	5	 0 0 0 0 0 0 0 1 0 0
	6	 0 0 0 0 0 0 0 0 0 0
	7	 0 0 0 0 0 0 0 0 0 0
	8	 0 0 0 0 0 0 0 0 0 0
	9	 0 0 0 0 1 0 0 1 0 0
	10	 0 0 0 0 1 0 0 1 0 0
	11	 0 0 0 0 0 0 0 0 0 0
	12	 0 0 0 1 1 1 0 1 0 0
	13	 0 0 0 1 1 1 0 1 0 0
	14	 0 0 0 0 1 0 0 1 0 0
	15	 0 0 0 0 0 0 0 0 0 0
	16	 0 0 0 1 1 1 0 1 0 0
	17	 0 0 0 0 0 0 0 1 0 0
	18	 0 0 0 0 0 0 0 1 0 0
	19	 0 0 0 1 1 1 0 1 0 0
	20	 0 0 0 0 0 0 0 1 0 0
	21	 0 0 0 0 0 0 0 1 0 0
	22	 0 0 0 0 0 0 0 1 0 0
	23	 0 0 0 0 1 0 1 1 0 1
	24	 0 0 0 0 1 0 0 0 0 0
	25	 0 0 0 0 1 0 0 0 0 0
	26	 0 0 0 0 1 0 0 1 0 0
	27	 0 0 0 0 1 0 0 0 0 0
	28	 0 0 0 0 1 0 0 0 0 0
	29	 0 0 0 0 0 0 0 1 0 1
	30	 0 0 0 0 1 0 0 0 0 0
	31	 0 0 0 1 0 1 0 1 0 0
	32	 0 0 0 1 0 1 0 1 0 0
	33	 0 0 0 0 0 0 0 1 0 0
	34	 0 0 0 1 0 1 0 1 0 0
	35	 0 0 0 0 0 0 0 0 0 0
	36	 0 0 0 1 1 1 1 1 0 1
	37	 0 0 0 0 1 0 1 1 0 1
	38	 0 0 0 0 0 0 0 0 0 0
	39	 0 0 0 0 0 0 0 0 0 0
	40	 0 0 0 1 1 1 0 1 0 1
	41	 0 0 0 0 0 0 0 0 0 1
	42	 0 0 0 0 0 0 0 0 0 0
	43	 0 0 0 0 0 0 0 1 0 1
	44	 0 0 0 0 0 0 1 0 0 1
	45	 0 0 0 1 1 1 0 1 0 1
	46	 0 0 0 1 0 1 0 1 0 0
	47	 0 0 0 1 1 1 0 1 0 0
	48	 0 0 0 0 0 0 0 0 0 0
	49	 1 1 1 1 0 1 0 1 1 0
	50	 1 1 1 1 1 1 0 1 1 1
	51	 1 1 1 1 1 1 0 1 1 1
	52	 1 1 1 0 0 0 0 0 1 0
	53	 1 1 1 0 1 0 0 0 1 0
	54	 1 1 1 0 0 0 0 0 1 0
	55	 1 1 1 0 1 0 0 1 1 1
	56	 0 0 0 0 0 0 0 0 0 1
	57	 0 0 0 0 0 0 0 0 0 1
	58	 0 0 0 0 0 0 0 0 0 0
	59	 0 0 0 0 0 0 0 0 0 1
	60	 0 0 0 0 0 0 0 0 0 0
;

param x_optimal_11 : 1 2 3 4 5 6 7 8 9 10 11 :=
	0	 0 1 0 0 0 1 0 0 0 1 1
	1	 0 0 0 0 0 1 0 0 0 1 1
	2	 0 1 0 0 0 0 0 0 0 0 0
	3	 0 0 0 0 0 0 0 0 0 0 0
	4	 0 1 0 0 0 0 0 0 0 1 0
	5	 0 1 0 0 0 0 0 0 0 0 0
	6	 0 0 0 0 0 0 0 0 0 0 0
	7	 0 0 0 0 0 0 0 0 0 0 0
	8	 0 0 0 0 0 0 0 0 0 0 0
	9	 0 1 0 0 1 0 0 0 0 1 0
	10	 0 1 0 0 1 0 0 0 0 1 0
	11	 0 0 0 0 0 0 0 0 0 0 0
	12	 0 1 0 0 1 1 0 0 0 1 1
	13	 0 1 0 0 1 1 0 0 0 1 1
	14	 0 1 0 0 1 0 0 0 0 1 0
	15	 0 0 0 0 0 0 0 0 0 0 0
	16	 0 1 0 0 1 1 0 0 0 1 1
	17	 0 1 0 0 0 0 0 0 0 0 0
	18	 0 1 0 0 0 0 0 0 0 0 0
	19	 0 1 0 0 1 1 0 0 0 1 1
	20	 0 1 0 0 0 0 0 0 0 0 0
	21	 0 1 0 0 0 0 0 0 0 0 0
	22	 0 1 0 0 0 0 0 0 0 0 0
	23	 0 0 0 1 1 0 0 1 0 1 0
	24	 0 0 0 0 0 0 0 0 0 1 0
	25	 0 0 0 0 0 0 0 0 0 1 0
	26	 0 0 0 0 1 0 0 0 0 1 0
	27	 0 0 0 0 0 0 0 0 0 1 0
	28	 0 0 0 0 0 0 0 0 0 1 0
	29	 0 0 0 1 1 0 0 0 0 0 0
	30	 0 0 0 0 0 0 0 0 0 1 0
	31	 0 1 0 0 0 1 0 0 0 1 1
	32	 0 1 0 0 0 1 0 0 0 1 1
	33	 0 1 0 0 0 0 0 0 0 0 1
	34	 0 1 0 0 0 1 0 0 0 1 1
	35	 0 0 0 0 0 0 0 0 0 0 0
	36	 0 0 0 1 1 1 0 1 0 1 1
	37	 0 0 0 1 1 0 0 1 0 1 0
	38	 0 0 0 0 0 0 0 0 0 0 0
	39	 0 0 0 0 0 0 0 0 0 0 0
	40	 0 0 0 1 1 1 0 0 0 1 1
	41	 0 0 0 1 0 0 0 0 0 0 0
	42	 0 0 0 0 0 0 0 0 0 0 0
	43	 0 0 0 1 1 0 0 0 0 0 0
	44	 0 0 0 1 0 0 0 1 0 0 0
	45	 0 0 0 1 1 1 0 0 0 1 1
	46	 0 1 0 0 0 1 0 0 0 1 1
	47	 0 1 0 0 1 1 0 0 0 1 1
	48	 0 0 0 0 0 0 0 0 0 0 0
	49	 1 1 1 0 0 1 1 0 1 1 1
	50	 1 1 1 1 1 1 1 0 1 1 1
	51	 1 1 1 1 1 1 1 0 1 1 1
	52	 1 1 1 0 0 0 1 0 1 0 0
	53	 1 1 1 0 0 0 1 0 1 1 0
	54	 1 1 1 0 0 0 1 0 1 0 0
	55	 1 1 1 1 1 0 1 0 1 0 0
	56	 0 0 0 1 0 0 0 0 0 0 0
	57	 0 0 0 1 0 0 0 0 0 0 0
	58	 0 0 0 0 0 0 0 0 0 0 0
	59	 0 0 0 1 0 0 0 0 0 0 0
	60	 0 0 0 0 0 0 0 0 0 0 0
;

param x_optimal_12 : 1 2 3 4 5 6 7 8 9 10 11 12 :=
	0	 1 0 0 0 1 0 0 1 0 0 0 1
	1	 0 0 0 0 1 0 0 1 0 0 0 1
	2	 1 0 0 0 0 0 0 0 0 0 0 0
	3	 0 0 0 0 0 0 0 0 0 0 0 0
	4	 1 0 0 0 0 0 0 1 0 0 0 0
	5	 1 0 0 0 0 0 0 0 0 0 0 0
	6	 0 0 0 0 0 0 0 0 0 0 0 0
	7	 0 0 0 0 0 0 0 0 0 0 0 0
	8	 0 0 0 0 0 0 0 0 0 0 0 0
	9	 1 0 0 0 0 1 1 1 0 0 0 0
	10	 1 0 0 0 0 1 1 1 0 0 0 0
	11	 0 0 0 0 0 0 0 0 0 0 0 0
	12	 1 0 0 0 1 1 1 1 0 0 0 1
	13	 1 0 0 0 1 1 1 1 0 0 0 1
	14	 1 0 0 0 0 1 1 1 0 0 0 0
	15	 0 0 0 0 0 0 0 0 0 0 0 0
	16	 1 0 0 0 1 1 1 1 0 0 0 1
	17	 1 0 0 0 0 1 0 0 0 0 0 0
	18	 1 0 0 0 0 1 0 0 0 0 0 0
	19	 1 0 0 0 1 1 1 1 0 0 0 1
	20	 1 0 0 0 0 1 0 0 0 0 0 0
	21	 1 0 0 0 0 0 0 0 0 0 0 0
	22	 1 0 0 0 0 0 0 0 0 0 0 0
	23	 0 0 0 0 0 1 1 1 0 1 1 0
	24	 0 0 0 0 0 0 1 0 0 0 0 0
	25	 0 0 0 0 0 0 1 0 0 0 0 0
	26	 0 0 0 0 0 1 1 1 0 0 0 0
	27	 0 0 0 0 0 0 1 0 0 0 0 0
	28	 0 0 0 0 0 0 1 0 0 0 0 0
	29	 0 0 0 0 0 1 0 0 0 1 0 0
	30	 0 0 0 0 0 0 1 0 0 0 0 0
	31	 1 0 0 0 1 0 0 1 0 0 0 1
	32	 1 0 0 0 1 0 0 1 0 0 0 1
	33	 1 0 0 0 0 0 0 0 0 0 0 0
	34	 1 0 0 0 1 0 0 1 0 0 0 1
	35	 0 0 0 0 0 0 0 0 0 0 0 0
	36	 0 0 0 0 1 1 1 1 0 1 1 1
	37	 0 0 0 0 0 1 1 1 0 1 1 0
	38	 0 0 0 0 0 0 0 0 0 0 0 0
	39	 0 0 0 0 0 0 0 0 0 0 0 0
	40	 0 0 0 0 1 1 1 1 0 1 0 1
	41	 0 0 0 0 0 0 0 0 0 1 0 0
	42	 0 0 0 0 0 0 0 0 0 0 0 0
	43	 0 0 0 0 0 1 0 0 0 1 0 0
	44	 0 0 0 0 0 0 1 0 0 0 1 0
	45	 0 0 0 0 1 1 1 1 0 1 0 1
	46	 0 0 0 0 1 0 0 1 0 0 0 1
	47	 0 0 0 0 1 1 1 1 0 0 0 1
	48	 0 0 0 0 0 0 0 0 0 0 0 0
	49	 1 1 1 1 1 0 0 1 1 0 0 1
	50	 1 1 1 1 1 1 1 1 1 1 0 1
	51	 1 1 1 1 1 1 1 1 1 1 0 1
	52	 1 1 1 1 0 0 0 0 1 0 0 0
	53	 1 1 1 1 0 0 1 0 1 0 0 0
	54	 1 1 1 1 0 0 0 0 1 0 0 0
	55	 1 1 1 1 0 1 0 1 1 1 0 0
	56	 0 0 0 0 0 0 0 0 0 1 0 0
	57	 0 0 0 0 0 0 0 0 0 1 0 0
	58	 0 0 0 0 0 0 0 0 0 0 0 0
	59	 0 0 0 0 0 0 0 0 0 1 0 0
	60	 0 0 0 0 0 0 0 0 0 0 0 0
;

param x_optimal_13 : 1 2 3 4 5 6 7 8 9 10 11 12 13 :=
	0	 0 0 0 0 1 0 0 0 1 0 1 0 1
	1	 0 0 0 0 1 0 0 0 1 0 0 0 1
	2	 0 0 0 0 0 0 0 0 0 0 1 0 0
	3	 0 0 0 0 0 0 0 0 0 0 0 0 0
	4	 0 0 0 0 0 0 0 0 0 0 1 0 1
	5	 0 0 0 0 0 0 0 0 0 0 1 0 0
	6	 0 0 0 0 0 0 0 0 0 0 0 0 0
	7	 0 0 0 0 0 0 0 0 0 0 0 0 0
	8	 0 0 0 0 0 0 0 0 0 0 0 0 0
	9	 0 0 0 0 0 1 1 0 0 0 1 0 1
	10	 0 0 0 0 0 1 1 0 0 0 1 0 1
	11	 0 0 0 0 0 0 0 0 0 0 0 0 0
	12	 0 0 0 0 1 1 1 0 1 0 1 0 1
	13	 0 0 0 0 1 1 1 0 1 0 1 0 1
	14	 0 0 0 0 0 1 1 0 0 0 1 0 1
	15	 0 0 0 0 0 0 0 0 0 0 0 0 0
	16	 0 0 0 0 1 1 1 0 1 0 1 0 1
	17	 0 0 0 0 0 0 0 0 0 0 1 0 0
	18	 0 0 0 0 0 0 0 0 0 0 1 0 0
	19	 0 0 0 0 1 1 1 0 1 0 1 0 1
	20	 0 0 0 0 0 0 0 0 0 0 1 0 0
	21	 0 0 0 0 0 0 0 0 0 0 1 0 0
	22	 0 0 0 0 0 0 0 0 0 0 1 0 0
	23	 0 0 0 0 0 1 1 1 0 1 0 0 1
	24	 0 0 0 0 0 0 1 0 0 0 0 0 0
	25	 0 0 0 0 0 0 1 0 0 0 0 0 0
	26	 0 0 0 0 0 1 1 0 0 0 0 0 1
	27	 0 0 0 0 0 0 1 0 0 0 0 0 0
	28	 0 0 0 0 0 0 1 0 0 0 0 0 0
	29	 0 0 0 0 0 1 0 0 0 1 0 0 0
	30	 0 0 0 0 0 0 1 0 0 0 0 0 0
	31	 0 0 0 0 1 0 0 0 1 0 1 0 1
	32	 0 0 0 0 1 0 0 0 1 0 1 0 1
	33	 0 0 0 0 1 0 0 0 0 0 1 0 0
	34	 0 0 0 0 1 0 0 0 1 0 1 0 1
	35	 0 0 0 0 0 0 0 0 0 0 0 0 0
	36	 0 0 0 0 1 1 1 1 1 1 0 0 1
	37	 0 0 0 0 0 1 1 1 0 1 0 0 1
	38	 0 0 0 0 0 0 0 0 0 0 0 0 0
	39	 0 0 0 0 0 0 0 0 0 0 0 0 0
	40	 0 0 0 0 1 1 1 0 1 1 0 0 1
	41	 0 0 0 0 0 0 0 0 0 1 0 0 0
	42	 0 0 0 0 0 0 0 0 0 0 0 0 0
	43	 0 0 0 0 0 1 0 0 0 1 0 0 0
	44	 0 0 0 0 0 0 1 1 0 0 0 0 0
	45	 0 0 0 0 1 1 1 0 1 1 0 0 1
	46	 0 0 0 0 1 0 0 0 1 0 1 0 1
	47	 0 0 0 0 1 1 1 0 1 0 1 0 1
	48	 0 0 0 0 0 0 0 0 0 0 0 0 0
	49	 1 1 1 1 1 0 0 0 1 0 1 1 1
