K=8, W/V=1.8748833, K=8, time:3.071

ca [*] :=
1  8
;

fragment allocation x on node k:

1    2    3    4    5    6    7    8    
127 0 0 0 1 0 0 0 0 
128 0 0 0 1 0 0 0 0 
129 0 0 0 1 0 0 0 0 
130 1 0 0 1 0 0 0 0 
131 1 0 1 1 0 0 0 0 
132 1 0 1 1 0 0 0 0 
133 1 0 0 1 0 0 0 0 
134 0 0 0 0 0 0 0 0 
135 1 0 0 0 0 1 0 0 
136 0 0 0 0 0 0 0 0 
137 1 1 0 1 0 0 0 0 
138 1 0 0 0 0 0 0 0 
139 0 0 0 0 0 0 0 0 
140 0 0 0 0 0 0 0 0 
141 0 0 0 0 0 0 0 0 
142 0 0 0 0 0 0 0 0 
143 1 1 0 1 0 0 0 0 
144 0 0 0 0 0 0 0 0 
145 0 0 0 0 0 0 0 0 
146 0 0 0 0 0 0 0 0 
147 0 0 0 0 0 0 0 0 
148 1 0 0 0 0 0 0 0 
149 0 0 0 0 0 0 0 0 
150 0 0 0 0 0 0 0 0 
151 0 0 0 0 0 0 0 0 
152 0 0 0 0 0 0 0 0 
153 0 0 0 0 0 0 0 0 
154 0 0 0 0 0 0 0 0 
155 0 0 0 0 0 0 0 0 
156 0 0 0 0 0 0 0 0 
157 0 0 0 0 0 0 0 0 
158 0 0 0 0 0 0 0 0 
159 0 0 0 0 0 0 0 0 
160 0 0 0 0 0 0 0 0 
161 0 0 0 0 0 0 0 0 
162 1 0 0 0 0 0 0 0 
163 0 0 0 0 0 0 0 0 
164 0 0 0 0 0 0 0 0 
165 0 0 0 0 0 0 0 0 
166 0 0 0 0 0 0 0 0 
167 0 0 0 0 0 0 0 0 
168 1 0 1 1 0 0 1 0 
169 1 0 1 0 0 0 0 0 
170 1 0 1 0 0 0 0 0 
171 1 0 0 0 0 0 0 0 
172 1 0 1 0 0 0 1 0 
173 1 0 0 0 0 0 0 0 
174 1 0 0 0 0 0 0 0 
175 1 0 1 0 0 0 0 0 
176 1 0 1 1 0 0 1 0 
177 1 0 1 1 0 0 1 0 
178 1 0 1 0 0 0 0 0 
179 0 0 1 0 0 0 0 0 
180 1 0 1 0 0 0 0 0 
181 1 0 1 0 0 0 0 0 
182 1 0 1 0 0 0 0 0 
183 0 0 1 0 0 0 0 0 
184 0 0 1 0 0 0 0 0 
185 0 0 1 0 0 0 0 0 
186 1 0 0 0 0 0 0 0 
187 1 0 0 0 0 0 0 0 
188 0 0 0 0 0 0 0 0 
189 0 0 0 0 0 0 0 0 
190 1 0 0 0 0 0 0 0 
191 0 0 0 0 0 0 0 0 
192 0 0 0 0 0 0 0 0 
193 0 0 0 0 0 0 0 0 
194 0 0 0 0 0 0 0 0 
195 0 0 0 0 0 0 0 0 
196 0 0 0 0 0 0 0 0 
197 0 0 0 0 0 0 0 0 
198 0 0 0 0 0 0 0 0 
199 0 0 0 0 0 0 0 0 
200 1 0 0 0 0 0 0 0 
201 0 0 0 0 0 0 0 0 
202 0 0 0 0 0 0 0 0 
203 0 0 0 0 0 0 0 0 
204 0 0 0 0 0 0 0 0 
205 0 0 0 0 0 0 0 0 
206 0 0 0 0 0 0 0 0 
207 0 0 0 0 0 0 0 0 
208 0 0 0 0 0 0 0 0 
209 0 0 0 0 0 0 0 0 
210 0 0 0 0 0 0 0 0 
211 0 0 0 0 0 0 0 0 
212 1 0 0 1 0 0 0 0 
213 0 0 0 0 0 0 0 0 
214 1 0 0 1 0 0 0 0 
215 1 0 0 1 0 0 0 0 
216 1 0 0 0 0 0 0 0 
217 0 0 0 0 0 0 0 0 
218 0 0 0 0 0 0 0 0 
219 1 0 0 0 0 0 0 0 
220 0 0 0 1 0 0 0 0 
221 1 0 0 1 0 0 0 0 
222 1 0 0 1 0 0 0 0 
223 1 0 0 0 0 0 0 0 
224 1 0 0 0 0 0 0 0 
225 1 0 0 0 0 0 0 0 
226 1 0 0 0 0 0 0 0 
227 0 0 0 0 0 0 0 0 
228 1 0 0 0 0 0 0 0 
229 1 0 0 0 0 0 0 0 
230 1 0 0 0 0 0 0 0 
231 1 0 0 0 0 0 0 0 
232 1 1 0 0 0 0 0 0 
233 1 0 0 0 0 0 0 0 
234 1 1 0 0 0 0 0 0 
235 1 0 0 0 0 0 0 0 
236 1 0 0 0 0 0 0 0 
237 1 0 0 0 0 0 0 0 
238 0 0 0 0 0 0 0 0 
239 0 0 0 0 0 0 0 0 
240 0 0 0 0 0 0 0 0 
241 0 0 0 0 0 0 0 0 
242 0 0 0 0 0 0 0 0 
243 0 0 0 0 0 0 0 0 
244 0 0 0 0 0 0 0 0 
245 0 0 0 0 0 0 0 0 
246 0 0 0 0 0 0 0 0 
247 1 0 0 0 0 0 0 0 
248 0 0 0 0 0 0 0 0 
249 0 0 0 0 0 0 0 0 
250 0 0 0 0 0 0 0 0 
251 1 1 0 0 0 0 0 0 
252 0 0 0 0 0 0 0 0 
253 0 0 0 0 0 0 0 0 
254 0 0 0 0 0 0 0 0 
255 0 0 0 0 0 0 0 0 
256 1 0 0 0 0 0 0 0 
257 0 0 0 0 0 0 0 0 
258 0 0 0 0 0 0 0 0 
259 1 0 0 0 0 0 0 0 
260 1 0 0 0 0 0 0 0 
261 0 0 0 0 0 0 0 0 
262 1 0 0 0 0 0 0 0 
263 0 0 0 0 0 0 0 0 
264 0 0 0 0 0 0 0 0 
265 1 0 0 0 0 0 0 0 
266 0 0 0 0 0 0 0 0 
267 0 0 0 0 0 0 0 0 
268 0 0 0 0 0 0 0 0 
269 0 0 0 0 0 0 0 0 
270 1 0 0 0 0 0 0 0 
271 1 0 0 0 0 0 0 0 
272 0 0 0 0 0 0 0 0 
273 0 0 0 0 0 0 0 0 
274 0 0 0 0 0 0 0 0 
275 0 0 0 0 0 0 0 0 
276 0 0 0 0 0 0 0 0 
277 0 0 0 0 0 0 0 0 
278 0 0 0 0 0 0 0 0 
279 0 1 0 0 0 0 0 0 
280 0 1 0 0 0 0 0 0 
281 0 1 0 0 0 0 0 0 
282 0 1 0 0 0 0 0 0 
283 1 0 0 0 0 0 0 0 
284 0 0 0 0 0 0 0 0 
285 1 1 0 1 0 0 0 0 
286 0 0 0 0 0 0 0 0 
287 0 0 0 0 0 0 0 0 
288 0 0 0 0 0 0 0 0 
289 0 0 0 0 0 0 0 0 
290 1 0 0 0 0 0 0 0 
291 0 0 0 0 0 0 0 0 
292 0 0 0 0 0 0 0 0 
293 1 0 0 0 0 0 0 0 
294 1 0 0 0 0 0 0 0 
295 1 0 0 0 0 0 0 0 
296 0 0 0 0 0 0 0 0 
297 0 0 0 0 0 0 0 0 
298 0 0 0 0 0 0 0 0 
299 1 1 0 1 0 0 0 0 
300 1 0 0 0 0 0 0 0 
301 1 0 0 0 0 0 0 0 
302 0 0 0 0 0 0 0 0 
303 1 0 0 0 0 0 0 0 
304 0 0 0 0 0 0 0 0 
305 0 0 0 0 0 0 0 0 
306 1 0 0 0 0 0 0 0 
307 1 0 0 0 0 0 0 0 
308 1 0 0 0 0 0 0 0 
309 1 0 0 0 0 0 0 0 
310 1 0 1 0 0 0 0 0 
311 0 0 0 0 0 0 0 0 
312 1 0 0 1 0 0 0 0 
313 0 0 0 0 0 0 0 0 
314 1 0 0 0 0 0 0 0 
315 0 0 0 0 0 0 0 0 
316 1 0 0 0 0 0 0 0 
317 0 0 1 0 0 0 0 0 
318 1 0 0 0 0 0 0 0 
319 0 0 0 0 0 0 0 0 
320 0 0 1 0 0 0 0 0 
321 1 0 0 0 0 0 0 0 
322 1 0 0 0 0 0 0 0 
323 1 0 0 1 0 0 0 0 
324 1 0 0 0 0 0 0 0 
325 1 0 1 0 0 0 0 0 
326 0 0 0 0 0 0 0 0 
327 0 0 0 0 0 0 0 0 
328 1 0 0 0 0 0 0 0 
329 0 0 0 0 0 0 0 0 
330 1 0 0 0 0 0 0 0 
331 0 0 0 0 0 0 0 0 
332 0 0 0 0 0 0 0 0 
333 1 0 0 0 0 0 0 0 
334 1 0 1 1 1 0 1 1 
335 1 0 0 0 0 0 0 0 
336 1 0 0 0 0 0 0 0 
337 1 0 1 1 1 0 1 1 
338 1 0 1 1 0 0 1 0 
339 0 0 0 0 0 0 0 0 
340 1 0 0 0 0 0 0 0 
341 1 0 0 0 0 0 0 0 
342 1 0 0 0 0 0 0 0 
343 1 0 0 0 0 0 0 0 
344 1 0 0 0 0 0 0 0 
345 1 0 0 0 0 0 0 0 
346 1 0 0 0 0 0 0 0 
347 1 0 0 0 0 0 0 0 
348 1 0 0 0 0 0 0 0 
349 1 0 0 0 0 0 0 0 
350 1 0 0 0 0 0 0 0 
351 1 0 0 1 0 0 0 0 
352 1 0 0 1 0 0 1 1 
353 0 0 0 1 0 0 0 0 
354 1 0 0 0 0 0 1 1 
355 1 0 0 1 1 0 1 1 
356 0 0 1 0 0 0 0 0 
357 1 0 1 0 0 0 0 1 
358 0 0 1 0 0 0 0 0 
359 1 0 1 0 0 0 0 0 
360 0 0 0 0 0 0 0 0 
361 0 0 0 0 0 0 0 0 
362 1 0 0 0 0 0 0 0 
363 1 0 0 0 0 0 0 0 
364 1 0 0 0 0 0 0 0 
365 1 0 0 0 0 0 0 0 
366 1 0 0 0 0 0 0 0 
367 1 0 0 0 0 0 0 0 
368 1 1 1 1 0 0 1 1 
369 1 0 0 0 0 0 0 0 
370 1 1 0 0 0 0 0 0 
371 1 0 1 1 0 0 1 0 
372 1 1 0 0 0 0 0 0 
373 1 1 0 0 0 0 0 0 
374 1 0 0 0 0 0 0 0 
375 1 0 1 0 0 0 0 0 
376 1 0 0 0 0 0 0 0 
377 1 0 0 0 0 0 0 0 
378 1 0 0 0 0 0 0 0 
379 1 1 0 1 0 0 0 0 
380 1 0 0 0 0 0 0 0 
381 1 0 0 0 0 0 0 0 
382 1 0 0 0 0 0 0 0 
383 1 1 1 1 0 0 1 1 
384 1 1 0 0 0 0 0 0 
385 1 1 0 1 0 0 0 0 
386 1 1 0 1 0 0 1 1 
387 0 0 0 1 0 0 0 0 
388 1 0 0 0 0 0 1 1 
389 1 1 0 1 0 0 0 0 
390 0 0 1 0 0 0 0 0 
391 1 0 1 0 0 0 0 1 
392 0 0 1 0 0 0 0 0 
393 1 0 1 0 0 0 0 0 
394 0 0 0 0 0 0 0 0 
395 1 0 0 0 0 0 0 0 
396 1 0 0 0 0 0 0 0 
397 1 0 0 0 0 0 0 0 
398 1 0 0 0 0 0 0 0 
399 1 0 0 0 0 0 0 0 
400 1 0 0 0 0 0 0 0 
401 1 0 0 0 0 0 0 0 
402 1 0 1 1 1 1 1 1 
403 1 0 0 0 0 0 0 0 
404 1 1 1 1 1 1 1 1 
405 1 0 1 1 0 0 1 0 
406 1 0 0 0 0 0 0 0 
407 1 0 0 0 0 0 0 0 
408 1 0 0 0 0 0 0 0 
409 1 0 0 1 1 1 0 0 
410 1 0 0 0 0 0 0 0 
411 1 0 0 1 0 0 0 0 
412 1 0 0 1 0 1 1 1 
413 1 0 0 1 0 0 0 0 
414 1 0 0 0 0 0 0 1 
415 1 0 0 1 1 1 1 1 
416 1 0 1 0 0 0 0 0 
417 1 0 1 0 0 0 0 0 
418 1 0 1 0 0 0 0 0 
419 1 0 1 0 0 0 0 0 
420 1 0 0 0 0 0 0 0 
421 1 0 0 0 0 0 0 0 
422 1 0 0 0 0 0 0 0 
423 1 0 0 0 0 0 0 0 
424 1 0 0 0 0 0 0 0 

query feasibility y on node k:

1    2    3    4    5    6    7    8    
1 1 0 0 0 0 0 0 0 
2 0 0 1 0 0 0 0 1 
3 1 0 0 0 0 0 0 0 
4 0 0 1 0 0 0 0 0 
5 1 0 0 0 0 0 0 0 
6 0 0 1 0 0 0 0 0 
7 1 0 0 0 0 0 0 0 
8 1 0 0 0 0 0 0 0 
9 1 0 0 0 0 0 0 0 
10 0 0 1 0 0 0 0 0 
11 0 0 1 0 0 0 0 0 
12 1 0 0 0 0 0 0 0 
13 1 0 0 0 0 0 0 0 
14 1 0 0 0 0 0 0 1 
15 1 0 0 0 0 0 0 0 
16 1 0 0 0 0 0 0 0 
17 0 0 0 1 0 0 0 0 
18 1 0 0 0 0 0 0 0 
19 1 0 0 0 0 0 0 0 
20 1 0 0 0 0 0 0 0 
21 0 1 0 0 0 0 0 0 
23 0 0 0 0 0 0 1 0 
24 1 0 0 0 0 0 0 0 
25 1 0 0 0 0 0 0 0 
26 1 0 0 0 0 0 0 0 
27 1 0 0 0 0 0 0 0 
28 1 0 0 0 0 0 0 0 
29 1 0 0 1 0 0 0 0 
30 0 0 1 0 0 0 0 0 
31 1 0 0 0 0 0 0 0 
32 0 0 1 0 0 0 0 0 
33 1 0 0 0 0 0 0 0 
34 1 0 0 0 0 0 0 0 
35 0 0 1 0 0 0 0 0 
37 0 1 0 0 0 0 0 0 
38 1 0 1 1 0 0 1 0 
39 0 1 0 0 0 0 0 0 
40 1 0 0 0 0 0 0 0 
41 1 0 0 0 0 0 0 0 
42 1 0 1 0 0 0 0 0 
43 0 0 0 0 0 1 0 0 
44 1 0 0 0 0 0 0 0 
45 1 0 0 0 0 0 1 0 
46 1 0 0 0 0 0 0 0 
47 0 0 0 0 0 1 0 0 
48 1 0 0 0 0 0 0 0 
49 1 0 0 0 0 0 0 0 
50 0 0 0 1 0 0 0 0 
51 0 0 0 1 1 0 0 1 
52 1 0 1 0 0 0 0 0 
53 1 0 0 1 0 0 0 0 
54 1 0 1 0 0 0 0 0 
55 1 0 1 0 0 0 0 0 
56 1 0 0 0 0 0 0 0 
57 1 1 0 1 0 0 0 0 
58 1 0 1 0 0 0 0 0 
59 0 0 0 0 1 0 0 0 
60 1 0 0 0 0 0 0 0 
61 1 0 0 0 0 0 0 0 
62 1 0 0 0 0 0 0 0 
63 1 0 0 1 0 0 0 0 
64 1 0 0 0 0 0 0 0 
65 0 0 0 0 1 1 0 0 
66 1 0 0 0 0 0 0 0 
67 0 0 0 0 0 1 0 0 
68 1 0 0 0 0 0 0 0 
69 0 0 1 0 0 0 0 0 
71 1 0 0 0 0 0 0 0 
72 0 1 0 0 0 0 0 0 
73 1 0 0 0 0 0 0 0 
74 1 0 0 0 0 0 0 0 
75 1 0 0 0 0 0 0 0 
76 1 0 0 0 0 0 0 0 
77 1 0 0 0 0 0 0 0 
78 0 0 0 1 0 0 0 0 
79 1 0 0 0 0 0 0 0 
80 1 0 0 0 0 0 0 0 
81 1 0 0 0 0 0 0 0 
82 0 1 0 0 0 0 0 0 
83 1 0 0 0 0 0 0 0 
84 1 0 0 0 0 0 0 0 
85 1 0 0 0 0 0 0 0 
87 1 0 1 1 0 0 1 0 
88 1 0 0 0 0 0 0 0 
89 0 0 0 0 0 1 0 0 
90 1 0 0 0 0 0 0 0 
91 1 0 0 0 0 0 0 0 
92 0 0 1 0 0 0 0 0 
93 0 0 0 1 0 0 0 0 
94 1 0 0 0 0 0 0 0 
95 1 0 0 0 0 0 0 0 
96 1 0 0 0 0 0 0 0 
97 1 0 1 1 0 0 1 0 
98 1 0 0 0 0 0 0 0 
99 1 0 0 0 0 0 0 0 

workload distribution ohne node failure:

1    2    3    4    5    6    7    8    
1 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
2 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 
3 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
4 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
5 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
6 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
7 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
8 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
9 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
10 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
11 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
12 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
13 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
14 0.00069345 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.99930655 
15 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
16 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
17 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
18 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
19 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
20 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
21 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
23 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 
24 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
25 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
26 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
27 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
28 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
29 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
30 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
31 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
32 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
33 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
34 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
35 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
37 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
38 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
39 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
40 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
41 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
42 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
43 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 
44 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
45 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 
46 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
47 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 
48 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
49 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
50 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
51 0.00000000 0.00000000 0.00000000 0.17126465 0.13697914 0.00000000 0.00000000 0.69175621 
52 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
53 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
54 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
55 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
56 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
57 0.00000000 0.35566011 0.00000000 0.64433989 0.00000000 0.00000000 0.00000000 0.00000000 
58 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
59 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 
60 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
61 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
62 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
63 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
64 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
65 0.00000000 0.00000000 0.00000000 0.00000000 0.91514933 0.08485067 0.00000000 0.00000000 
66 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
67 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 
68 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
69 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
71 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
72 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
73 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
74 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
75 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
76 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
77 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
78 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
79 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
